"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://fonts.googleapis.com/css2?family=Inter:wght@300;400;500;600;700&family=Manrope:wght@400;500;600;700;800&display=swap","text/css; charset=utf-8","200","OK","1","0"
"https://www.googletagmanager.com/gtag/js?id=G-VG1MTR9H5Y","application/javascript; charset=UTF-8","200","OK","1","0"
