"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://arclo.pro/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://arclo.pro/assets/index-C8CoKIPD.js","application/javascript; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://arclo.pro/assets/index-DhVV5IjJ.css","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
