"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://arclo.pro/","text/html; charset=UTF-8","200","OK","Indexable","","0","0.092","",""
"https://arclo.pro/assets/index-C8CoKIPD.js","application/javascript; charset=UTF-8","200","OK","Indexable","","0","0.091","",""
"https://arclo.pro/assets/index-DhVV5IjJ.css","text/css; charset=UTF-8","200","OK","Indexable","","0","0.148","",""
